"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"41498672","LEE CHUNG CAFE","Manhattan","82","MADISON STREET","10002","2122335142","Chinese","2019-09-13T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","53",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.712137763027","-73.996042991291","103","01","000800","1003320","1002760048","MN27"
"50044707","CALLIES TAQUERIA & TEQUILA BAR","Manhattan","547","LENOX AVENUE","10037","9172620990","Barbecue","2018-09-19T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","13","A","2018-09-19T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.815805163616","-73.939623570903","110","09","022800","1060005","1020060036","MN03"
"50037289","LA NOSTRA PIZZERIA AND RESTAURANT","Queens","8407","JAMAICA AVE","11421","7188058190","Pizza","2017-04-22T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","29",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.692356541167","-73.86055061492","409","32","001200","4181540","4088530145","QN53"
"50004274","J & C DELICIAS","Queens","37-61","79 STREET","11372","7188030284","Latin American","2020-01-06T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","11","A","2020-01-06T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.749089881056","-73.88702347329","403","25","028500","4029981","4012900047","QN28"
"41350171","BURGER KING, POPEYES","Queens","16417","UNION TURNPIKE","11366","7189693423","Hamburgers","2018-12-31T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","13",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.721651063827","-73.80394651219","408","24","124100","4150949","4069720021","QN38"
"41197747","BEST COFFEE SHOP","Staten Island","117","WATER STREET","10304","7185569565","American","2020-01-16T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","13","A","2020-01-16T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.626968446062","-74.077774326551","501","49","002100","5013675","5005210043","SI37"
"41515855","EASTPOINT","Manhattan","25","AVENUE B","10009","6466926216","American","2017-10-10T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","19",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.722308713586","-73.983213507406","103","02","002202","1004588","1003850004","MN28"
"50044345","DUNKIN","Manhattan","321","BROADWAY","10007","2018159686","Donuts","2018-04-27T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","7","A","2018-04-27T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.715887081931","-74.00487349193","101","01","003300","1001662","1001527501","MN24"
"41689204","DINING ROOM","Brooklyn","56","WILLOUGHBY STREET","11201","7184888901","American","2019-11-18T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","11","A","2019-11-18T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.69219354596","-73.986643245922","302","33","001100","3000392","3001510028","BK38"
"41705075","DANIELA TRATTORIA","Manhattan","728","8 AVENUE","10036","2128693585","Italian","2019-02-15T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","24",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.759319725048","-73.988257700502","105","03","011900","1024719","1010170002","MN17"
"50061516","FEED","Brooklyn","55","WATER STREET","11201","9293972716","Coffee/Tea","2019-11-13T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","20",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.703293906326","-73.992047363499","302","33","002100","3000019","3000260050","BK38"
"50078166","VIBES II","Queens","12020","MERRICK BLVD","11434","7189777771","American","2018-05-23T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","11",,,"2021-07-15T06:00:56.000","Pre-permit (Non-operational) / Initial Inspection","40.684532963005","-73.771115027863","412","27","028200","4268525","4123920043","QN08"
"50082953","TACO BELL","Manhattan","840","8 AVENUE","10019","3328773855","Tex-Mex","2019-11-06T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","10","A","2019-11-06T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.762687265522","-73.985798785463","105","03","013100","1024813","1010220061","MN17"
"50043277","POKEWORKS","Manhattan","63","WEST   37 STREET","10018","2125758881","Hawaiian","2018-05-11T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","18",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.751148206248","-73.985079407093","105","04","008400","1080733","1008390001","MN17"
"50043277","POKEWORKS","Manhattan","63","WEST   37 STREET","10018","2125758881","Hawaiian","2018-05-11T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","18",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.751148206248","-73.985079407093","105","04","008400","1080733","1008390001","MN17"
"40835721","IRVING FARM","Manhattan","71","IRVING PLACE","10003","2129955252","American","2016-09-27T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","11","A","2016-09-27T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.736724688628","-73.986778622999","105","02","005000","1017870","1008740019","MN21"
"50060932","525 LEX Restaurant, M Club Lounge/illy Café","Manhattan","525","LEXINGTON AVENUE","10017","2127554000","American","2017-10-12T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","33","C","2017-10-12T00:00:00.000","2021-07-15T06:00:56.000","Pre-permit (Operational) / Re-inspection","40.755677585455","-73.972943299444","106","04","009200","1036232","1013030053","MN19"
"50086657","TJ'S TASTY CORNER 2","Brooklyn","1077","RUTLAND ROAD","11212","3472203986","Caribbean","2019-12-12T00:00:00.000","Violations were cited in the following area(s).","10A","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.","Not Critical","34",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.664101167635","-73.924182715269","317","41","089200","3099544","3045990043","BK81"
"50073847","TEX MEX","Queens","7009","GRAND AVE","11378","7184788282","Chinese","2018-04-02T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","24",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.727636565739","-73.89250079267","405","30","049302","4058617","4025030076","QN30"
"50033098","EMPANADAS MONUMENTAL","Bronx","1971","UNIVERSITY AVENUE","10453","3477264990","Latin American","2019-08-13T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","14","B","2019-08-13T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.854345262442","-73.911797395501","205","14","024502","2115671","2032160066","BX36"
"50004166","UNION PIZZA WORKS","Brooklyn","423","TROUTMAN STREET","11237","7186281927","Pizza","2019-02-07T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Initial Inspection","40.707146211292","-73.922290469065","304","34","044700","3413931","3031770030","BK77"
"50034992","EMPANADAS MONUMENTAL","Manhattan","550","WEST  181 STREET","10033","6469645773","Latin American","2019-04-25T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","62",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.848922154829","-73.932816085398","112","10","026900","1081874","1021530072","MN35"
"41687706","SAL'S PIZZA","Queens","20-07","127 STREET","11356","7189393900","Italian","2018-05-14T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Initial Inspection","40.781448797836","-73.84141334576","407","19","091900","4099328","4041720007","QN23"
"50091130","AINSLIE","Brooklyn","76","AINSLIE STREET","11211","6463196122","Italian","2019-05-30T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","10",,,"2021-07-15T06:00:56.000","Pre-permit (Non-operational) / Initial Inspection","40.712553182491","-73.951898774916","301","34","051300","3062550","3023750010","BK73"
"50002863","JOHN'S DELI","Brooklyn","2033","STILLWELL AVENUE","11223","7183727481","Sandwiches","2019-01-23T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","31",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.597276126375","-73.985358784319","311","47","040200","3190729","3070920048","BK29"
"40402007","GRAND AVENUE PIZZA","Queens","3424","30 AVENUE","11103","7187288879","Pizza","2017-07-21T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","25",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.765634692816","-73.918738285351","401","22","006300","4009091","4006260049","QN70"
"50001583","GREEK XPRESS","Brooklyn","263","PROSPECT PARK WEST","11215","7184991105","Greek","2019-03-26T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","13","A","2019-03-26T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.658610559894","-73.981903247675","307","38","016900","3016610","3008710006","BK40"
"50035804","CHINA ONE","Brooklyn","5602","4 AVENUE","11220","7187651155","Chinese","2017-05-25T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","8","A","2017-05-25T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.643015006466","-74.016175514961","307","38","007400","3015279","3008380035","BK32"
"50079277","CHRIS RESTAURANT","Queens","11515","LIBERTY AVE","11419","7185293449","Spanish","2019-08-07T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2019-08-07T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.685768048795","-73.827518278512","410","28","009800","4201950","4095200027","QN55"
"50014650","GOOD WOK RESTAURANT","Staten Island","375","TOMPKINS AVENUE","10305","7184427248","Chinese","2019-01-22T00:00:00.000","Violations were cited in the following area(s).","22A","Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.","Not Critical",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Initial Inspection","40.61638420234","-74.074167225544","501","49","000800","5042517","5028430001","SI37"
"40816235","DUNKIN',' BASKIN ROBBINS","Queens","14617","JAMAICA AVENUE","11435","7182620299","Donuts","2017-04-26T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","13","A","2017-04-26T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.701803251363","-73.80862151079","412","24","024000","4206759","4096760039","QN61"
"50048600","THE OLIVE GARDEN ITALIAN RESTAURANT","Manhattan","100","WEST  125 STREET","10027","9175347937","Italian","2019-04-15T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","27",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.807870415627","-73.9457464663","110","09","022200","1089325","1019090033","MN11"
"50007039","FIVE MILE STONE","Manhattan","1640","2 AVENUE","10028","2129330913","American","2020-02-10T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","11",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.777285764692","-73.952155130566","108","05","014601","1049985","1015480001","MN32"
"50081796","AUDREY BAKERY & CAFE","Manhattan","174","CANAL STREET","10013","6467999177","Bakery Products/Desserts","2019-11-25T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04M","Live roaches present in facility's food and/or non-food areas.","Critical","49",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.716674904746","-73.997409912121","103","01","002900","1002411","1002010014","MN27"
"50105264","ROOFTOP BAR","Manhattan","27","GRAND STREET","10013","9146313030",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2021-07-15T06:01:06.000",,"40.722820371308","-74.004726085247","102","01","004700","1088405","1002270052","MN24"
"50058733","CHAYKHANA 1","Brooklyn","2158","BATH AVENUE","11214","7189467000","Eastern European","2018-07-17T00:00:00.000","Violations were cited in the following area(s).","04K","Evidence of rats or live rats present in facility's food and/or non-food areas.","Critical","20","B","2018-07-17T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.598907446541","-73.997882625202","311","47","029200","3168979","3064470030","BK27"
"41533145","SAL'S PIZZERIA","Brooklyn","119","WYCKOFF AVENUE","11237","7183865299","Pizza","2017-04-12T00:00:00.000","Violations were cited in the following area(s).","16B","The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.","Not Critical",,,,"2021-07-15T06:00:56.000","Trans Fat / Initial Inspection","40.704377438806","-73.919332609856","304","37","044500","3073662","3032380001","BK77"
"41549526","JENNY'S ROTI SHOP","Bronx","1262","CASTLE HILL AVENUE","10462","3472818558","Caribbean","2019-05-03T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","A","2019-05-03T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.833631708872","-73.851468378331","209","18","009200","2026929","2038230001","BX59"
"50047741","LA KUCHARA","Queens","9507","31ST AVE","11369","7186077758","Latin American","2018-04-02T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2018-04-02T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.760576068824","-73.873268797929","403","21","035300","4033707","4013930045","QN27"
"50047741","LA KUCHARA","Queens","9507","31ST AVE","11369","7186077758","Latin American","2018-04-02T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2018-04-02T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.760576068824","-73.873268797929","403","21","035300","4033707","4013930045","QN27"
"50047741","LA KUCHARA","Queens","9507","31ST AVE","11369","7186077758","Latin American","2018-04-02T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2018-04-02T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.760576068824","-73.873268797929","403","21","035300","4033707","4013930045","QN27"
"50081043","SQUARE CHICKEN & PIZZA","Manhattan","167","WEST   48 STREET","10036","6467999373","Chicken","2020-02-04T00:00:00.000","No violations were recorded at the time of this inspection.",,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","0",,,"2021-07-15T06:01:03.000","Cycle Inspection / Initial Inspection","40.759390444511","-73.983095835433","105","04","012500","1022697","1010010101","MN17"
"50101739","LA FLOR VIEJA","Queens","3203","31ST AVE","11106","6468336015",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2021-07-15T06:01:06.000",,"40.763902628136","-73.922530837505","401","22","006300","4008586","4006160078","QN70"
"50034893","M & J FLOW LOUNGE","Bronx","876","EAST  149 STREET","10455","7189752606","Spanish","2019-07-05T00:00:00.000","No violations were recorded at the time of this inspection.",,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","0",,,"2021-07-15T06:01:03.000","Cycle Inspection / Initial Inspection","40.811171943239","-73.903354599653","201","08","003100","2004101","2026000202","BX39"
"41164472","RESTAURANTE ECUATORIANO GENESIS","Manhattan","538","WEST  207 STREET","10034","2129421222","Latin American","2019-07-23T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","12","A","2019-07-23T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.865546920617","-73.919852217041","112","10","029300","1064779","1022220017","MN01"
"50067994","EL DOMINICAN VALLE RESTAURANT","Manhattan","1601","SAINT NICHOLAS AVENUE","10040","6468690092","Spanish","2017-09-22T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","20",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.855002547855","-73.92958181661","112","10","027900","1064035","1021690053","MN35"
"50094392","HEAT NOODLE","Queens","13620","ROOSEVELT AVE","11354","3472652766","Chinese","2019-07-10T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","48",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.759777908235","-73.829235428489","407","20","085300","4113546","4050190005","QN22"
"50052226","LITTLE NEGRIL JAMAICAN CUISINE","Bronx","3470","BOSTON ROAD","10469","7188820234","Caribbean","2017-08-09T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","20",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.876579180186","-73.847727059736","212","12","035800","2060789","2047380001","BX03"
"41643753","THE WAYLAND","Manhattan","700","EAST    9 STREET","10009","2127777022","American","2018-11-27T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","25",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.725217255644","-73.977847930217","103","02","002602","1004529","1003780009","MN28"
"50095850","BAGEL BOSS","Manhattan","544","3 AVENUE","10016","6463681880","Jewish/Kosher","2020-01-15T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","14",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.747153261681","-73.977089931602","106","04","008000","1018962","1008920040","MN20"
"41276651","EL TEXANO RESTAURANT","Bronx","2031","WESTCHESTER AVENUE","10462","7188236457","Mexican","2020-03-09T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","56",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.833679413031","-73.856610620783","209","18","022200","2028931","2039320026","BX46"
"50077061","TATSU RAMEN","Manhattan","167","1 AVENUE","10003","3104087183","Japanese","2018-11-07T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","38",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.728975903773","-73.984290623383","103","02","004000","1006454","1004520035","MN22"
"50061558","LENOX PUBLIC","Manhattan","308","LENOX AVENUE","10027","9176986644","French","2019-11-08T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2019-11-08T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.808097984295","-73.945229715539","110","09","020000","1053495","1017230004","MN11"
"50052874","PALM COURT RESTAURANT & LOUNGE","Queens","17116","HILLSIDE AVE","11432","7182986500","Caribbean","2018-12-08T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","51",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.711494117392","-73.790796183925","412","27","046200","4210226","4098270031","QN61"
"41651670","CUPIDO'S RESTAURANT","Brooklyn","609","SUTTER AVENUE","11207","3474999340","Latin American","2018-08-09T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","17","B","2018-08-09T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.669190244928","-73.896452479294","305","42","115600","3084053","3037530038","BK85"
"50012832","NATIONAL DINER","Bronx","135","WESTCHESTER SQUARE","10461","7188241126","American","2018-06-15T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","12","A","2018-06-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.840097589964","-73.842671651104","210","13","009600","2027302","2038570080","BX59"
"50012832","NATIONAL DINER","Bronx","135","WESTCHESTER SQUARE","10461","7188241126","American","2018-06-15T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","12","A","2018-06-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.840097589964","-73.842671651104","210","13","009600","2027302","2038570080","BX59"
"40567158","CAFFE NAPOLI","Manhattan","191","HESTER STREET","10013","2122268705","Italian","2018-02-13T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","17",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.718115916207","-73.997803067196","102","01","004100","1003098","1002370036","MN24"
"41542793","LUKE'S LOBSTER","Manhattan","242","EAST   81 STREET","10028","2122494241","Seafood","2019-09-11T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","27",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.775162604004","-73.955330331657","108","05","013800","1048536","1015260028","MN32"
"50001939","Panorama of My Silence-Heart","Queens","84-73","PARSONS BOULEVARD","11432","7182064960","Coffee/Tea","2017-01-17T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","12","A","2017-01-17T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.712367110538","-73.806516957971","408","24","045000","4209321","4097820001","QN35"
"41408773","DUNKIN","Queens","19603","GRAND CENTRAL PARKWAY","11423","7184641097","Donuts","2017-04-18T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","14",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.725098759518","-73.771462223971","408","23","128300","4552141","4200069999","QN99"
"41693685","JASSI'S FINE INDIAN CUISINE","Queens","27111","UNION TURNPIKE","11040","7183478400","Indian","2020-02-13T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","14",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.751867722884","-73.702815096973","413","23","155102","4174329","4085550075","QN44"
"40868810","TAJ DONUT SHOP","Queens","8915","EAST 165TH STREET","11432","3477773150","Donuts","2018-04-24T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","7","A","2018-04-24T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.707370011251","-73.79608602665","412","27","046000","4209605","4097950065","QN61"
"50086146","THAI-ISH","Manhattan","168","LEXINGTON AVENUE","10016","2128894999","Thai","2018-12-18T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","84",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.744162244349","-73.981360244182","105","02","007200","1018308","1008860025","MN20"
